SUMLEV,COUNTY,PLACE,TRACT,BLOCK,UA,UATYPE,ZCTA,SDELM,SDSEC,SDUNI,POP100,HU100,INTPTLAT,INTPTLON,tot_pop,one_race,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,two_races,three_races,four_races,five_races,six_races
140,113,,001601,,,,,,,,3249,2042,32.8010361,-96.7896928,3249,2952,1027,1637,15,97,2,174,297,1,2,1,0
140,113,,001602,,,,,,,,2446,1613,32.7946955,-96.7883796,2446,2166,1547,341,11,149,0,118,280,4,2,0,0
140,113,,001703,,,,,,,,4555,3381,32.7995361,-96.7968844,4555,4108,3439,198,22,328,6,115,447,0,0,0,0
140,113,,001705,,,,,,,,3113,2260,32.7913244,-96.797201,3113,2823,2316,204,9,223,0,71,290,0,2,0,0
140,113,,001801,,,,,,,,2763,2193,32.8041504,-96.8013101,2763,2494,2021,145,9,199,1,119,269,0,1,1,0
140,113,,001802,,,,,,,,3390,2572,32.7984827,-96.8045564,3390,3075,2639,116,17,226,4,73,315,0,2,0,0
140,113,,001901,,,,,,,,4064,3053,32.794128,-96.8075154,4064,3764,3222,203,17,253,0,69,300,0,3,0,0
140,113,,001902,,,,,,,,5978,4704,32.790097,-96.8102265,5978,5359,3756,835,27,496,1,244,619,0,1,0,1
140,113,,002001,,,,,,,,2726,1846,32.7617771,-96.816742,2726,2225,964,719,40,95,2,405,501,0,4,0,0
140,113,,002002,,,,,,,,2473,1113,32.7534359,-96.8153069,2473,1895,509,327,65,9,2,983,578,0,0,0,0
140,113,,002100,,,,,,,,2720,2335,32.7842286,-96.8029283,2720,2422,1446,647,28,190,0,111,298,3,3,0,0
140,113,,002200,,,,,,,,2860,1765,32.7898054,-96.7800762,2860,2552,1475,577,7,354,3,136,308,0,4,0,0
140,113,,002400,,,,,,,,3477,1118,32.7941203,-96.7571768,3477,2235,778,118,84,82,2,1171,1242,0,1,0,0
140,113,,002500,,,,,,,,5701,1987,32.7854771,-96.7453407,5701,4644,876,1368,132,36,1,2231,1057,1,3,0,0
140,113,,002703,,,,,,,,5519,2121,32.772568,-96.7435708,5519,5079,319,3647,71,7,2,1033,440,0,0,1,0
140,113,,003102,,,,,,,,1286,1145,32.7787201,-96.8038887,1286,1147,795,216,12,76,6,42,139,0,5,0,0
140,113,,003103,,,,,,,,2508,2154,32.7809629,-96.7941811,2508,2160,1339,591,18,111,2,99,348,0,5,0,0
140,113,,003700,,,,,,,,3607,1447,32.7630521,-96.7615135,3607,3293,232,2494,19,0,0,548,314,1,3,0,0
140,113,,004201,,,,,,,,4501,2295,32.7584519,-96.8299088,4501,3558,2331,295,63,104,1,764,943,0,0,2,0
140,113,,004202,,,,,,,,2317,1085,32.755381,-96.8505195,2317,1753,1238,129,34,55,1,296,564,0,3,0,0
140,113,,004300,,,,,,,,5459,3450,32.7724928,-96.8394435,5459,4536,2007,1255,51,252,4,967,923,0,3,0,0
140,113,,004400,,,,,,,,3272,1618,32.7603009,-96.8446574,3272,2836,2293,236,40,73,0,194,436,0,0,0,0
140,113,,004500,,,,,,,,5409,1992,32.7439348,-96.8661076,5409,3923,1737,189,96,20,5,1876,1486,0,0,0,0
140,113,,004600,,,,,,,,1877,870,32.7472866,-96.8434614,1877,1535,1126,207,20,29,0,153,342,0,0,0,0
140,113,,004700,,,,,,,,2551,1012,32.7462987,-96.83023,2551,1785,713,110,44,28,4,886,766,0,0,0,0
140,113,,004800,,,,,,,,2461,822,32.7436867,-96.8175422,2461,1750,390,139,65,11,0,1145,711,0,1,0,0
140,113,,005000,,,,,,,,3395,1116,32.738427,-96.8303481,3395,2406,1123,131,76,11,2,1063,989,0,3,0,0
140,113,,005100,,,,,,,,2551,816,32.7367385,-96.8424449,2551,1750,827,81,45,8,1,788,801,0,1,0,0
140,113,,005200,,,,,,,,4051,1362,32.7406185,-96.8508796,4051,2876,1437,103,72,17,3,1244,1175,0,0,0,0
140,113,,005300,,,,,,,,6579,2084,32.7340858,-96.8602528,6579,4523,1803,100,125,23,5,2467,2056,0,0,0,0
140,113,,005400,,,,,,,,5402,1800,32.7273108,-96.8174351,5402,4337,1084,1441,69,19,3,1721,1065,0,3,0,0
140,113,,005500,,,,,,,,4134,1421,32.7251819,-96.7995404,4134,3523,655,1548,94,23,0,1203,611,0,3,1,0
140,113,,005600,,,,,,,,7020,1944,32.7124731,-96.8207853,7020,5465,1147,1191,123,16,4,2984,1555,0,0,2,0
140,113,,005700,,,,,,,,5522,1886,32.6992857,-96.7999685,5522,4532,559,2167,76,8,0,1722,990,0,4,0,0
140,113,,005901,,,,,,,,5704,1980,32.6931263,-96.8082488,5704,4863,486,2746,56,9,4,1562,841,0,1,0,0
140,113,,005902,,,,,,,,4146,1565,32.6963101,-96.8187608,4146,3647,347,2453,22,4,0,821,499,0,3,0,0
140,113,,006001,,,,,,,,3790,1189,32.7073314,-96.8357047,3790,2965,714,733,43,7,0,1468,825,0,1,0,0
140,113,,006002,,,,,,,,5669,2464,32.6940456,-96.8287265,5669,5162,724,3377,25,224,0,812,507,1,0,0,0
140,113,,006100,,,,,,,,4465,1681,32.6985465,-96.8486364,4465,3885,910,2073,26,36,2,838,580,0,0,0,0
140,113,,006200,,,,,,,,6217,2138,32.7239994,-96.8330548,6217,4861,1292,1888,48,38,1,1594,1356,1,4,0,0
140,113,,006301,,,,,,,,5695,1644,32.7130682,-96.848615,5695,4228,1483,353,120,16,4,2252,1467,0,5,0,0
140,113,,006302,,,,,,,,4142,1346,32.7251814,-96.8474226,4142,3033,1308,115,130,22,1,1457,1109,0,0,0,0
140,113,,006401,,,,,,,,2352,666,32.7258657,-96.8636146,2352,1631,593,19,45,0,0,974,721,0,2,0,0
140,113,,006402,,,,,,,,4929,1446,32.7275108,-96.8734271,4929,3551,1186,51,106,4,3,2201,1378,2,0,0,0
140,113,,006501,,,,,,,,5400,1437,32.7300696,-96.8884126,5400,3682,1282,90,146,13,1,2150,1718,0,2,0,0
140,113,,006502,,,,,,,,3585,961,32.7225437,-96.8837208,3585,2529,715,54,103,7,0,1650,1056,2,4,0,0
140,113,,006701,,,,,,,,4196,1232,32.7459525,-96.8863173,4196,3060,769,66,213,13,0,1999,1136,0,2,0,0
140,113,,006702,,,,,,,,2605,893,32.7425658,-96.8772099,2605,2051,714,77,36,14,0,1210,554,0,0,0,0
140,113,,006800,,,,,,,,5012,2305,32.7538496,-96.8647981,5012,3639,1319,625,100,46,1,1548,1373,0,0,1,0
140,113,,006900,,,,,,,,3562,1378,32.7622594,-96.8664184,3562,2557,793,433,59,23,3,1246,1005,0,1,0,0
140,113,,007101,,,,,,,,2164,1166,32.8443188,-96.8175231,2164,2016,1833,31,5,124,0,23,148,0,0,0,0
140,113,,007102,,,,,,,,5441,2631,32.8431578,-96.8284897,5441,4614,2095,1524,40,124,3,828,827,2,6,0,0
140,113,,007203,,,,,,,,3144,1168,32.8555021,-96.8764076,3144,2232,552,220,55,20,2,1383,912,0,0,0,0
140,113,,007204,,,,,,,,4485,1674,32.8610482,-96.8730542,4485,3190,903,207,35,4,3,2038,1295,0,1,0,0
140,113,,007205,,,,,,,,4421,1803,32.8632784,-96.8681086,4421,3063,818,132,60,11,1,2041,1358,1,0,1,0
140,113,,007206,,,,,,,,2325,1149,32.8608044,-96.8630437,2325,1764,305,143,81,11,0,1224,561,3,0,0,0
140,113,,007301,,,,,,,,2108,981,32.8595008,-96.813724,2108,1984,1921,6,6,32,0,19,124,0,0,0,0
140,113,,007302,,,,,,,,3949,2187,32.8593389,-96.8345017,3949,3533,3106,132,12,166,3,114,416,0,6,0,0
140,113,,007601,,,,,,,,1894,785,32.8877347,-96.8294983,1894,1727,1441,42,10,162,0,72,167,0,2,0,0
140,113,,007604,,,,,,,,3078,1200,32.8873858,-96.7953524,3078,2814,2489,48,12,221,0,44,264,0,2,0,0
140,113,,007605,,,,,,,,1501,803,32.8879061,-96.8106441,1501,1377,1255,15,6,90,2,9,124,0,0,0,0
140,113,,007701,,,,,,,,2498,1689,32.8694249,-96.7910553,2498,2356,2181,33,3,109,0,30,142,0,2,0,0
140,113,,007702,,,,,,,,3546,1920,32.8739768,-96.7970945,3546,3323,3085,34,6,156,1,41,223,0,0,1,0
140,113,,007801,,,,,,,,2430,1484,32.8731554,-96.7776351,2430,2279,2111,44,6,75,0,43,151,0,0,0,1
140,113,,007805,,,,,,,,3225,1699,32.9020123,-96.7577754,3225,2779,1739,632,32,101,1,274,446,0,0,0,0
140,113,,007809,,,,,,,,2847,1514,32.8599361,-96.7400862,2847,2451,1623,515,35,55,0,223,396,0,0,0,0
140,113,,007810,,,,,,,,5286,2109,32.9067294,-96.7391282,5286,4781,2754,1326,50,360,1,290,505,0,1,0,0
140,113,,007812,,,,,,,,3212,1183,32.8883641,-96.7495638,3212,2916,2739,63,0,85,4,25,296,0,0,1,0
140,113,,007815,,,,,,,,5080,2016,32.8799479,-96.7567462,5080,4084,708,1099,47,1745,0,485,996,3,3,0,0
140,113,,007819,,,,,,,,2275,1435,32.8655737,-96.7594159,2275,1913,718,600,40,80,6,469,362,2,1,0,0
140,113,,007821,,,,,,,,4095,1770,32.8734943,-96.7475548,4095,3032,676,856,57,373,0,1070,1063,1,3,0,0
140,113,,007822,,,,,,,,2110,1511,32.8768842,-96.7663931,2110,1867,1144,373,14,183,3,150,243,0,2,0,0
140,113,,007823,,,,,,,,2976,1749,32.8924649,-96.7644301,2976,2615,1407,617,18,241,4,328,361,4,1,0,0
140,113,,007824,,,,,,,,1969,725,32.8778369,-96.7381193,1969,1841,1731,32,2,55,1,20,128,0,1,0,0
140,113,,007825,,,,,,,,4935,2521,32.8936893,-96.7346404,4935,4466,2533,1214,28,184,0,507,469,0,0,0,0
140,113,,007826,,,,,,,,1698,1066,32.8712501,-96.734187,1698,1451,851,362,7,74,2,155,247,2,1,0,0
140,113,,007827,,,,,,,,2784,1479,32.882557,-96.7317495,2784,2389,816,1198,25,59,2,289,395,0,2,0,0
140,113,,007828,,,,,,,,4047,2354,32.9137737,-96.7509388,4047,3683,766,2484,12,199,4,218,364,0,2,0,0
140,113,,007829,,,,,,,,2602,1092,32.9168187,-96.7607787,2602,2339,322,1502,36,49,0,430,263,0,0,0,0
140,113,,007830,,,,,,,,2153,1357,32.8690806,-96.7597919,2153,1785,377,691,51,142,1,523,368,0,4,0,0
140,113,,007831,,,,,,,,2946,1465,32.8656922,-96.7539982,2946,2556,435,952,45,225,9,890,390,0,0,0,0
140,113,,007832,,,,,,,,2677,1119,32.8686215,-96.7544109,2677,2231,322,556,22,577,0,754,446,1,0,1,0
140,113,,007833,,,,,,,,2539,1165,32.8665755,-96.7472676,2539,2051,505,790,39,78,1,638,488,0,5,0,0
140,113,,007834,,,,,,,,2916,1627,32.9010773,-96.7218793,2916,2666,355,1919,34,23,1,334,250,0,1,5,0
140,113,,007835,,,,,,,,2881,1518,32.8973448,-96.7242067,2881,2526,802,1393,8,42,2,279,355,0,1,0,0
140,113,,007902,,,,,,,,5433,3024,32.8480441,-96.7442767,5433,4835,4183,201,31,144,1,275,598,0,0,0,0
140,113,,007903,,,,,,,,2175,1179,32.850053,-96.7563889,2175,1961,1663,96,13,80,3,106,214,1,0,0,0
140,113,,007906,,,,,,,,2597,1199,32.8602949,-96.775682,2597,2476,2346,23,5,75,2,25,121,0,3,0,0
140,113,,007909,,,,,,,,2179,1562,32.8534662,-96.7665661,2179,1925,1105,263,22,427,0,108,254,2,1,1,0
140,113,,007910,,,,,,,,2953,2019,32.8585687,-96.7630851,2953,2572,1609,360,20,438,2,143,381,0,4,4,0
140,113,,007912,,,,,,,,2112,1234,32.8615855,-96.7674491,2112,1832,1243,231,10,199,0,149,280,0,1,0,0
140,113,,007913,,,,,,,,3286,2319,32.8483155,-96.7671175,3286,2942,2283,300,6,235,1,117,344,1,2,0,0
140,113,,007914,,,,,,,,3499,2559,32.8421573,-96.7694872,3499,3107,2296,297,17,383,5,109,392,0,5,1,0
140,113,,007915,,,,,,,,2048,1483,32.862854,-96.7615974,2048,1822,1250,238,5,245,3,81,226,0,2,0,0
140,113,,007916,,,,,,,,1244,764,32.8600626,-96.7573272,1244,1116,893,82,9,99,1,32,128,0,2,0,0
140,113,,008000,,,,,,,,7652,2802,32.8363823,-96.7344154,7652,6984,6566,51,24,242,0,101,668,2,0,1,0
140,113,,008101,,,,,,,,1841,1268,32.8249779,-96.7155818,1841,1611,1240,153,14,65,5,134,230,0,1,0,0
140,113,,008102,,,,,,,,4647,2178,32.818183,-96.7107458,4647,4165,3875,83,27,93,2,85,482,0,2,0,0
140,113,,008200,,,,,,,,4156,1923,32.8387834,-96.6971135,4156,3508,2530,453,26,61,1,437,648,0,1,0,0
140,113,,008401,,,,,,,,5219,1568,32.7692619,-96.7096965,5219,3709,1163,232,107,9,4,2194,1510,0,2,0,0
140,113,,008402,,,,,,,,4322,1313,32.7807943,-96.7209541,4322,3112,1020,181,50,21,0,1840,1210,0,1,1,0
140,113,,008500,,,,,,,,4815,1340,32.7706206,-96.691452,4815,3714,1160,629,68,16,6,1835,1101,0,2,0,0
140,113,,008604,,,,,,,,3247,1253,32.7174152,-96.7700742,3247,2893,252,2147,26,7,0,461,354,1,0,0,0
140,113,,008701,,,,,,,,5132,1991,32.6981594,-96.7629708,5132,4633,275,3812,8,15,0,523,499,0,1,2,0
140,113,,008703,,,,,,,,3479,1114,32.7030426,-96.7825885,3479,2885,306,1442,34,21,0,1082,594,0,0,0,0
140,113,,008704,,,,,,,,3929,1698,32.6952241,-96.7815104,3929,3526,189,2747,56,1,0,533,403,0,0,2,0
140,113,,008705,,,,,,,,1715,557,32.6857886,-96.7780189,1715,1504,118,940,19,0,0,427,211,0,1,0,0
140,113,,008801,,,,,,,,2717,1078,32.7189171,-96.7927288,2717,2354,227,1615,31,10,2,469,363,0,1,0,0
140,113,,008802,,,,,,,,5736,2043,32.7103239,-96.7874422,5736,4943,482,2986,59,8,2,1406,793,0,0,0,0
140,113,,009001,,,,,,,,4711,1458,32.7664397,-96.6770919,4711,3821,943,984,167,19,4,1704,890,0,0,0,0
140,113,,009002,,,,,,,,4108,1333,32.7535816,-96.6722114,4108,3329,811,967,114,13,0,1424,779,0,0,0,0
140,113,,009101,,,,,,,,5736,1653,32.7565634,-96.6943549,5736,4407,1238,1096,83,12,1,1977,1329,0,2,0,0
140,113,,009103,,,,,,,,3641,1045,32.7406777,-96.704405,3641,2791,687,742,66,11,0,1285,850,0,2,0,0
140,113,,009104,,,,,,,,3529,936,32.7455406,-96.6918377,3529,2580,673,415,91,1,0,1400,949,0,0,0,0
140,113,,009105,,,,,,,,4038,1092,32.7383023,-96.6911076,4038,2883,821,268,53,8,0,1733,1155,0,2,0,0
140,113,,009202,,,,,,,,6115,1661,32.7273351,-96.6736676,6115,4661,1640,432,135,10,2,2442,1454,3,0,0,0
140,113,,009203,,,,,,,,3609,989,32.738722,-96.6737472,3609,2832,901,330,94,0,2,1505,777,1,1,0,0
140,113,,009204,,,,,,,,3038,879,32.7455971,-96.671806,3038,2369,704,666,63,7,0,929,669,0,0,0,0
140,113,,009301,,,,,,,,4786,1266,32.7286814,-96.6930624,4786,3484,1158,195,126,13,0,1992,1302,0,1,0,0
140,113,,009303,,,,,,,,4054,1172,32.7209387,-96.7242418,4054,3147,644,507,103,16,2,1875,907,2,0,0,0
140,113,,009304,,,,,,,,6749,2443,32.7172325,-96.6996414,6749,5765,554,3844,50,7,2,1308,984,2,0,0,0
140,113,,009401,,,,,,,,3487,1423,32.8718277,-96.8520324,3487,2699,1703,82,51,77,0,786,788,0,4,0,0
140,113,,009402,,,,,,,,2660,1311,32.8712584,-96.843165,2660,2399,2164,43,8,99,0,85,261,0,0,0,0
140,113,,009500,,,,,,,,2375,964,32.8877385,-96.8473631,2375,2133,1936,29,5,117,0,46,242,0,1,0,0
140,113,,009603,,,,,,,,4454,1892,32.9174231,-96.8278434,4454,3963,3330,211,7,279,2,134,491,0,0,0,0
140,113,,009604,,,,,,,,4809,2326,32.9195766,-96.8092909,4809,4053,2591,478,34,192,0,758,756,3,1,0,0
140,113,,009605,,,,,,,,3471,1290,32.9122419,-96.8674949,3471,2622,1094,251,78,136,1,1062,849,2,0,0,0
140,113,,009607,,,,,,,,3559,1356,32.9026083,-96.8640984,3559,2954,2339,134,20,86,4,371,605,0,5,0,0
140,113,,009608,,,,,,,,3218,1340,32.9159703,-96.8462663,3218,2700,2173,123,31,125,1,247,518,0,0,0,0
140,113,,009609,,,,,,,,3184,1191,32.9023839,-96.847291,3184,2794,2570,59,3,115,2,45,390,0,1,1,0
140,113,,009610,,,,,,,,4623,1593,32.9027823,-96.885631,4623,3228,908,132,205,39,0,1944,1395,0,0,1,0
140,113,,009611,,,,,,,,3497,1299,32.9021569,-96.8765214,3497,2575,1198,220,46,160,0,951,922,0,0,0,0
140,113,,009701,,,,,,,,4675,1526,32.8879437,-96.8771563,4675,3228,1648,143,113,74,5,1245,1447,0,2,0,0
140,113,,009702,,,,,,,,3245,1292,32.8885622,-96.8626297,3245,2747,2404,96,10,62,0,175,498,0,0,0,0
140,113,,009802,,,,,,,,5582,1816,32.8717552,-96.8601742,5582,3616,1320,109,98,11,1,2077,1966,0,1,0,0
140,113,,009803,,,,,,,,2051,749,32.87597,-96.8751947,2051,1456,533,120,44,31,0,728,595,0,4,0,0
140,113,,009804,,,,,,,,7233,2386,32.8701843,-96.8716044,7233,4744,1333,149,154,38,4,3066,2489,1,0,6,0
140,113,,009900,,,,,,,,6273,3411,32.8844801,-96.9082259,6273,5213,1631,1170,44,1375,2,991,1060,0,3,0,0
140,113,,010001,,,,,,,,2600,1012,32.8239951,-96.8557869,2600,2264,438,1229,31,62,1,503,336,0,0,0,0
140,113,,010002,,,,,,,,4174,2,32.7727791,-96.8133108,4174,4169,2134,2010,0,16,0,9,5,0,0,0,0
140,113,,010003,,,,,,,,3254,2362,32.8100866,-96.8679172,3254,2887,1768,705,9,196,3,206,367,0,1,0,0
140,113,,010101,,,,,,,,5069,1598,32.7878308,-96.8488061,5069,4321,666,1659,109,31,1,1855,748,1,0,0,0
140,113,,010102,,,,,,,,2679,806,32.7830388,-96.8345385,2679,1950,476,125,25,5,1,1318,729,1,0,0,0
140,113,,010500,,,,,,,,3201,888,32.7768468,-96.8875949,3201,2565,403,833,52,33,0,1244,636,0,0,0,0
140,113,,010601,,,,,,,,5540,1532,32.7874552,-96.8979923,5540,4376,1332,156,109,0,0,2779,1164,0,0,0,0
140,113,,010602,,,,,,,,3135,940,32.7740423,-96.9156261,3135,2361,555,622,40,31,0,1113,774,1,0,0,0
140,113,,010701,,,,,,,,5543,2040,32.760449,-96.9001936,5543,4380,1080,637,98,21,0,2544,1163,1,1,0,0
140,113,,010704,,,,,,,,5242,1700,32.7368272,-96.9075062,5242,4063,811,1463,122,101,1,1565,1179,0,1,0,0
140,113,,010804,,,,,,,,4655,1902,32.7132352,-96.8627603,4655,3857,852,1471,60,10,0,1464,798,1,0,0,0
140,113,,010805,,,,,,,,5578,1714,32.7115251,-96.8793984,5578,4407,959,1455,110,50,2,1831,1171,0,1,0,0
140,113,,010806,,,,,,,,3512,1300,32.6979437,-96.8677107,3512,2884,1132,1011,50,12,1,678,628,0,0,0,0
140,113,,010807,,,,,,,,4074,1526,32.696268,-96.8859012,4074,3223,743,1444,63,55,0,918,851,0,3,0,0
140,113,,010808,,,,,,,,3616,1256,32.7171961,-96.9069772,3616,2753,522,566,88,30,19,1528,863,0,0,0,0
140,113,,010809,,,,,,,,5630,1670,32.7138424,-96.8965208,5630,4210,1079,740,139,192,4,2056,1420,0,2,0,0
140,113,,010903,,,,,,,,3368,1584,32.6764345,-96.8868369,3368,2981,359,1965,52,14,13,578,387,0,0,0,0
140,113,,010904,,,,,,,,3714,1728,32.6757414,-96.8721507,3714,3384,261,2704,11,27,3,378,330,0,2,1,0
140,113,,010905,,,,,,,,2501,1331,32.6560945,-96.8721986,2501,2416,147,2173,6,4,0,86,85,0,1,0,0
140,113,,010906,,,,,,,,4528,1697,32.6591538,-96.8624635,4528,4027,366,3074,26,9,0,552,501,0,0,0,0
140,113,,011002,,,,,,,,3099,1233,32.6819562,-96.8322342,3099,2757,309,2030,23,6,7,382,342,1,1,1,0
140,113,,011003,,,,,,,,4221,1630,32.6800036,-96.8470357,4221,3891,371,3098,35,7,2,378,330,0,0,1,0
140,113,,011004,,,,,,,,2473,1075,32.6861446,-96.853189,2473,2306,215,1825,16,1,1,248,167,1,0,0,0
140,113,,011101,,,,,,,,4458,1661,32.6581693,-96.8479962,4458,4121,329,3318,32,27,0,415,337,0,2,0,0
140,113,,011103,,,,,,,,3948,1230,32.6682905,-96.8311433,3948,3328,658,1435,49,8,0,1178,620,0,0,0,0
140,113,,011104,,,,,,,,3844,1283,32.6520222,-96.8352696,3844,3408,412,2204,70,9,0,713,436,0,2,0,0
140,113,,011105,,,,,,,,4726,1607,32.6527317,-96.8269671,4726,4128,494,2434,46,9,1,1144,598,0,1,0,0
140,113,,011201,,,,,,,,3990,1396,32.6523255,-96.8144928,3990,3606,282,2765,42,27,0,490,384,0,3,0,0
140,113,,011202,,,,,,,,2890,1100,32.6733797,-96.8146368,2890,2512,138,1941,16,10,4,403,378,0,0,0,0
140,113,,011300,,,,,,,,5417,2009,32.6663398,-96.7955642,5417,5026,216,4228,69,4,2,507,391,4,0,0,0
140,113,,011401,,,,,,,,5935,2050,32.6745231,-96.7666327,5935,5614,266,4555,40,15,4,734,321,1,7,0,0
140,113,,011500,,,,,,,,4588,1527,32.7347662,-96.7268403,4588,4002,532,1736,73,13,0,1648,586,0,1,0,0
140,113,,011601,,,,,,,,4492,1521,32.7048154,-96.7163225,4492,3825,513,1975,68,14,1,1254,667,0,1,0,0
140,113,,011603,,,,,,,,3709,977,32.6958251,-96.6731385,3709,2776,812,207,91,51,2,1613,933,0,2,0,0
140,113,,011604,,,,,,,,3939,1069,32.6885825,-96.6518761,3939,2948,932,578,111,17,3,1307,991,0,1,0,0
140,113,,011701,,,,,,,,6420,1803,32.7119955,-96.6620633,6420,4605,1245,1171,133,7,1,2048,1815,1,0,5,0
140,113,,011702,,,,,,,,5704,1649,32.7052049,-96.6408821,5704,4397,1724,513,278,41,1,1840,1307,0,0,0,0
140,113,,011801,,,,,,,,5632,1688,32.72675,-96.6404799,5632,4600,1145,1706,123,9,12,1605,1032,0,1,0,0
140,113,,011802,,,,,,,,4336,1183,32.7270532,-96.6552588,4336,3428,859,502,99,10,16,1942,908,0,0,0,0
140,113,,011901,,,,,,,,4771,1309,32.7410615,-96.6557005,4771,3789,858,1158,53,17,2,1701,982,0,0,0,0
140,113,,011902,,,,,,,,5165,1443,32.7414579,-96.639815,5165,4091,1108,957,102,12,1,1911,1074,0,0,0,0
140,113,,012000,,,,,,,,11383,4198,32.7558865,-96.6583533,11383,9558,1690,4265,145,21,1,3436,1825,0,7,0,0
140,113,,012101,,,,,,,,3607,1300,32.7661976,-96.6522299,3607,3210,355,2002,22,15,0,816,397,1,0,1,0
140,113,,012102,,,,,,,,3274,978,32.7708901,-96.6643072,3274,2647,579,991,55,45,7,970,627,0,0,0,0
140,113,,012206,,,,,,,,4830,1849,32.7868448,-96.7083156,4830,3963,1318,1770,54,54,0,767,867,0,3,0,0
140,113,,012207,,,,,,,,7254,2765,32.7859855,-96.6845008,7254,6024,976,2968,58,141,7,1874,1230,1,0,0,0
140,113,,012208,,,,,,,,2530,1130,32.7998019,-96.7221332,2530,1782,296,960,34,5,4,483,748,0,4,0,0
140,113,,012209,,,,,,,,2704,1200,32.8127017,-96.7039329,2704,2324,1514,436,23,71,2,278,380,0,2,0,0
140,113,,012210,,,,,,,,3930,2214,32.811057,-96.6915985,3930,3294,966,1617,40,34,1,636,636,0,0,0,0
140,113,,012211,,,,,,,,4513,2010,32.8022212,-96.6890352,4513,3812,874,1531,47,82,3,1275,701,1,1,2,0
140,113,,012212,,,,,,,,3462,1416,32.797569,-96.7052038,3462,2675,1165,663,47,38,8,754,787,0,0,0,0
140,113,,012213,,,,,,,,2404,1116,32.8043774,-96.7044537,2404,2016,1425,356,15,48,2,170,388,0,0,0,0
140,113,,012301,,,,,,,,4748,1547,32.8174542,-96.6747376,4748,3649,1317,494,78,42,0,1718,1099,2,0,1,0
140,113,,012302,,,,,,,,8092,2845,32.8078631,-96.6755001,8092,6893,1530,3051,96,190,0,2026,1199,0,0,0,0
140,113,,012400,,,,,,,,5156,2219,32.8282285,-96.6848089,5156,4087,3049,162,42,55,1,778,1069,0,1,0,0
140,113,,012501,,,,,,,,3674,1169,32.828286,-96.6629202,3674,2845,1376,148,69,25,5,1222,829,0,1,0,0
140,113,,012502,,,,,,,,4111,1339,32.8309472,-96.6699461,4111,3116,1364,170,78,40,3,1461,995,0,1,0,0
140,113,,012601,,,,,,,,5783,2013,32.8547596,-96.6601709,5783,4796,1201,827,90,539,3,2136,987,0,5,1,0
140,113,,012603,,,,,,,,2020,670,32.8408732,-96.6576767,2020,1639,828,98,20,31,0,662,381,0,0,0,0
140,113,,012604,,,,,,,,5626,2769,32.8428141,-96.6460224,5626,4865,1452,2085,47,151,6,1124,761,0,2,0,0
140,113,,012701,,,,,,,,6462,2083,32.8521905,-96.6723974,6462,5136,2548,308,119,214,6,1941,1326,2,2,1,0
140,113,,012702,,,,,,,,3049,1049,32.8397973,-96.6761459,3049,2274,1110,172,69,17,0,906,775,0,0,0,0
140,113,,012801,,,,,,,,2730,1109,32.8613365,-96.6878402,2730,2268,1767,79,32,68,3,319,462,0,1,0,0
140,113,,012802,,,,,,,,5009,2064,32.8520503,-96.6883096,5009,4056,2822,251,54,43,0,886,953,0,1,0,0
140,113,,012900,,,,,,,,4828,2355,32.8498924,-96.7118285,4828,4284,3596,301,34,96,5,252,544,5,1,0,0
140,113,,013005,,,,,,,,4295,1822,32.8745867,-96.7049852,4295,3920,3607,102,12,84,7,108,375,0,1,0,0
140,113,,013007,,,,,,,,3510,1357,32.8696362,-96.6939289,3510,3075,1695,328,13,681,4,354,435,0,0,0,0
140,113,,013008,,,,,,,,3738,1430,32.8859477,-96.723614800000007,3738,3286,2479,336,19,199,0,253,452,0,0,0,0
140,113,,013009,,,,,,,,4825,1868,32.8872819,-96.7127429,4825,4328,2502,1376,32,93,3,322,497,0,4,0,0
140,113,,013010,,,,,,,,4691,2493,32.8688147,-96.6802329,4691,3928,1273,1507,66,115,2,965,763,0,0,1,0
140,113,,013011,,,,,,,,4274,2122,32.8781907,-96.6924424,4274,3686,663,1380,58,173,3,1409,588,1,0,0,0
140,113,,013012,,,,,,,,2602,1103,32.8715665,-96.7137967,2602,2376,2057,188,3,44,1,83,226,0,0,0,0
140,113,,013013,,,,,,,,4410,1494,32.8690914,-96.7251465,4410,4069,3844,98,10,61,2,54,341,3,2,0,0
140,113,,013101,,,,,,,,2757,1248,32.9027113,-96.7790238,2757,2521,2299,53,5,109,1,54,236,1,2,0,0
140,113,,013102,,,,,,,,1928,851,32.8876704,-96.7818016,1928,1731,1592,42,5,77,1,14,197,4,0,0,0
140,113,,013104,,,,,,,,1641,1176,32.8834997,-96.7738781,1641,1480,1213,125,3,105,0,34,161,0,1,0,0
140,113,,013106,,,,,,,,1340,942,32.893653,-96.7751311,1340,1175,839,165,14,68,2,87,165,0,1,0,0
140,113,,013107,,,,,,,,4475,3139,32.8916421,-96.7722324,4475,3958,1870,1264,50,252,4,518,517,4,4,0,2
140,113,,013201,,,,,,,,2754,1230,32.9176801,-96.7959771,2754,2517,2245,88,5,153,0,26,237,0,3,1,0
140,113,,013202,,,,,,,,5342,3645,32.9176103,-96.7776367,5342,4816,2859,1151,27,462,4,313,526,3,2,0,0
140,113,,013300,,,,,,,,2064,788,32.902679,-96.7933933,2064,1880,1688,32,12,148,0,0,184,0,0,0,0
