SUMLEV,COUNTY,PLACE,TRACT,BLOCK,UA,UATYPE,ZCTA,SDELM,SDSEC,SDUNI,POP100,HU100,INTPTLAT,INTPTLON,tot_pop,one_race,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,two_races,three_races,four_races,five_races,six_races
140,201,,451502,,,,,,,,2683,1537,29.7596259,-95.6143903,2683,2298,1208,560,23,319,0,188,385,0,1,0,0
140,201,,451603,,,,,,,,3672,1686,29.7594273,-95.633117,3672,3197,1443,575,17,988,0,174,475,0,0,0,0
140,201,,451604,,,,,,,,4292,1511,29.7681348,-95.632999,4292,3767,2567,306,12,763,0,119,525,0,2,0,0
140,201,,451605,,,,,,,,4317,2144,29.7474047,-95.6270511,4317,3773,1094,1277,9,1043,1,349,544,0,2,0,0
140,201,,451606,,,,,,,,5883,2292,29.7444334,-95.6370778,5883,4915,2460,659,29,1343,2,422,968,0,6,0,0
140,201,,451700,,,,,,,,4263,1902,29.7324585,-95.633194,4263,3849,864,1913,29,466,4,573,414,0,0,0,0
140,201,,451800,,,,,,,,5319,2089,29.7188585,-95.6342779,5319,4548,1188,1610,49,643,5,1053,771,13,4,2,0
140,201,,451902,,,,,,,,2517,924,29.7225162,-95.5987045,2517,2312,817,254,1,1140,1,99,205,0,0,0,0
140,201,,451903,,,,,,,,4153,2138,29.716624,-95.6095615,4153,3784,297,2626,19,138,2,702,369,1,6,0,0
140,201,,451904,,,,,,,,3966,1509,29.7245785,-95.6117408,3966,3360,910,1096,50,691,2,611,606,2,1,0,0
140,201,,452001,,,,,,,,4678,2055,29.7323603,-95.6130668,4678,4202,915,2052,54,456,4,721,476,0,0,0,0
140,201,,452002,,,,,,,,3875,2007,29.7316548,-95.6011145,3875,3489,937,1800,10,308,4,430,386,1,0,0,0
140,201,,452101,,,,,,,,6357,3304,29.7267911,-95.5858055,6357,5686,2525,1642,27,1055,3,434,671,0,2,0,0
140,201,,452102,,,,,,,,1896,1023,29.7347268,-95.5783081,1896,1649,448,787,12,180,0,222,247,1,2,0,0
140,201,,452103,,,,,,,,2165,1067,29.7315502,-95.5754462,2165,1905,278,1198,22,89,0,318,260,0,7,1,0
140,201,,452202,,,,,,,,3451,1868,29.7227148,-95.5647321,3451,3023,585,1650,20,308,2,458,428,0,2,0,0
140,201,,452203,,,,,,,,3100,1738,29.7317086,-95.5619818,3100,2657,590,1339,19,169,3,537,443,0,4,0,0
140,201,,452204,,,,,,,,2617,1490,29.7330201,-95.5683818,2617,2249,463,1124,18,176,0,468,368,0,3,1,1
140,201,,452300,,,,,,,,2226,737,29.7078193,-95.5654888,2226,1770,314,270,42,703,1,440,456,0,3,0,0
140,201,,452401,,,,,,,,3976,1403,29.7139369,-95.5795752,3976,3365,519,777,68,930,3,1068,611,0,1,0,0
140,201,,452402,,,,,,,,4048,1261,29.7084956,-95.5807871,4048,3532,587,320,39,1208,0,1378,516,2,2,0,0
140,201,,452501,,,,,,,,2485,876,29.709327300000002,-95.5961331,2485,2027,291,314,51,575,0,796,458,0,0,0,0
140,201,,452502,,,,,,,,4912,1917,29.7086575,-95.6095718,4912,4263,563,1172,71,1344,0,1113,649,2,1,0,0
140,201,,452601,,,,,,,,4427,1619,29.7077035,-95.639154,4427,3880,426,2062,42,451,0,899,547,0,3,0,0
140,201,,452602,,,,,,,,3367,1044,29.7081626,-95.6241896,3367,3036,326,561,16,1679,4,450,331,0,2,0,0
140,201,,452701,,,,,,,,4557,1332,29.6963073,-95.618999,4557,4132,500,867,39,1841,2,883,425,1,3,0,0
140,201,,452702,,,,,,,,3911,1334,29.6955682,-95.6307057,3911,3676,259,975,12,2052,0,378,235,2,0,0,0
140,201,,452703,,,,,,,,3897,1517,29.6970297,-95.6391055,3897,3621,281,1678,23,1199,0,440,276,0,1,0,0
140,201,,452801,,,,,,,,5751,2027,29.6961359,-95.6094894,5751,5108,731,1821,24,1512,3,1017,643,0,0,0,0
140,201,,452802,,,,,,,,5928,1990,29.6971563,-95.6007323,5928,4983,466,1642,99,1142,3,1631,945,3,0,0,0
140,201,,452900,,,,,,,,4274,1272,29.6969118,-95.5923358,4274,3500,770,463,55,852,12,1348,774,0,1,0,0
140,201,,453001,,,,,,,,2455,811,29.6956307,-95.5735062,2455,1986,297,285,64,351,0,989,469,0,2,0,0
140,201,,453002,,,,,,,,5141,1416,29.696659,-95.580959000000007,5141,4085,850,241,130,970,0,1894,1056,3,1,0,0
140,201,,453100,,,,,,,,4304,1688,29.6999533,-95.5668326,4304,3365,508,880,60,521,0,1396,939,1,4,0,0
140,201,,453201,,,,,,,,3546,1403,29.6874517,-95.5629416,3546,3198,409,998,37,247,2,1505,348,0,1,0,0
140,201,,453202,,,,,,,,4228,1496,29.6801873,-95.565005,4228,3644,555,1013,123,588,6,1359,584,0,0,0,0
140,201,,453300,,,,,,,,3485,1410,29.6641983,-95.5651337,3485,3189,293,1578,43,595,2,678,296,0,3,0,0
140,201,,453401,,,,,,,,3042,1086,29.6544782,-95.5763225,3042,2616,537,576,44,379,2,1078,426,0,0,0,0
140,201,,453403,,,,,,,,4107,1643,29.6697612,-95.5851314,4107,3668,301,1466,64,605,12,1220,439,0,5,0,0
140,201,,453404,,,,,,,,4379,1357,29.6645122,-95.5789767,4379,3765,612,932,73,736,2,1410,614,3,5,0,0
140,201,,453405,,,,,,,,3962,1515,29.6669379,-95.5735673,3962,3559,465,975,50,1249,5,815,403,0,4,0,0
140,201,,453501,,,,,,,,6357,2244,29.6648611,-95.5890099,6357,5532,866,1791,46,1289,5,1535,825,0,0,1,0
140,201,,453502,,,,,,,,3926,1138,29.671394,-95.5990545,3926,3345,653,925,57,384,7,1319,581,0,1,0,0
140,201,,453601,,,,,,,,2161,751,29.6800729,-95.5912718,2161,1867,269,532,54,294,0,718,294,0,1,0,0
140,201,,453603,,,,,,,,3291,1179,29.6837842,-95.57659,3291,2866,511,881,67,623,1,783,425,3,1,0,0
140,201,,453604,,,,,,,,4147,1285,29.6792631,-95.5813011,4147,3468,564,725,80,617,0,1482,679,1,2,2,0
140,201,,453701,,,,,,,,4531,1309,29.6827449,-95.6094176,4531,3807,561,813,92,1003,0,1338,724,7,4,0,0
140,201,,453702,,,,,,,,4221,1536,29.6832755,-95.599648,4221,3642,502,1399,47,529,3,1162,579,5,1,0,0
140,201,,453800,,,,,,,,3668,1105,29.6712054,-95.6089906,3668,3032,621,769,74,466,0,1102,636,0,0,2,0
140,201,,453901,,,,,,,,5961,1684,29.685336,-95.6286604,5961,5475,526,1609,64,2503,2,771,486,1,0,0,0
140,201,,453902,,,,,,,,4140,1326,29.6784422,-95.622366,4140,3675,568,811,84,1079,1,1132,465,0,0,0,0
140,201,,454000,,,,,,,,5261,1502,29.6946956,-95.6510084,5261,4535,950,1278,76,1300,0,931,726,0,5,0,0
140,201,,454100,,,,,,,,3667,1120,29.7046309,-95.6531591,3667,3117,697,1177,36,634,0,573,550,0,2,0,0
140,201,,454200,,,,,,,,3977,1212,29.7051834,-95.6694725,3977,3179,934,772,75,275,0,1123,798,0,4,0,0
140,201,,454302,,,,,,,,6792,2324,29.715347,-95.6704755,6792,5385,1608,1434,89,1028,0,1226,1407,0,2,0,0
140,201,,454303,,,,,,,,3471,1245,29.7144662,-95.6519492,3471,2619,719,842,56,321,5,676,852,2,2,1,0
140,201,,454304,,,,,,,,4830,2010,29.7227135,-95.6578548,4830,4229,571,2786,25,511,1,335,601,0,8,0,0
140,201,,454305,,,,,,,,4288,1816,29.7269102,-95.6489919,4288,3861,593,2112,11,768,6,371,427,0,0,0,0
140,201,,454400,,,,,,,,1046,756,29.7454505,-95.6690868,1046,877,183,552,3,39,3,97,169,0,1,0,0
140,201,,454502,,,,,,,,2672,833,29.7447248,-95.7173589,2672,2294,1356,154,0,730,0,54,378,0,5,0,0
140,201,,454503,,,,,,,,2575,910,29.7716569,-95.7090582,2575,2290,1795,40,21,388,2,44,285,0,3,1,0
140,201,,454504,,,,,,,,5913,2322,29.7582959,-95.693914,5913,5037,3066,493,18,1192,6,262,876,1,6,0,0
140,201,,454505,,,,,,,,2606,877,29.7801047,-95.703999,2606,2343,1248,68,3,943,0,81,263,0,6,0,0
140,201,,454600,,,,,,,,5937,2476,29.7804684,-95.7356985,5937,4815,2853,855,47,349,11,700,1122,0,1,0,0
140,201,,454700,,,,,,,,6910,2508,29.7652693,-95.7249311,6910,6103,5044,306,29,492,6,226,807,2,4,0,0
140,201,,454801,,,,,,,,3539,1631,29.7707516,-95.7433909,3539,2803,1754,365,20,241,2,421,736,2,1,0,0
140,201,,454802,,,,,,,,4535,1714,29.7637449,-95.7442006,4535,3734,2472,405,30,324,0,503,801,0,9,0,0
140,201,,454901,,,,,,,,3105,1014,29.7532214,-95.7296887,3105,2709,1748,156,23,653,1,128,396,0,4,1,0
140,201,,454902,,,,,,,,8752,3024,29.7493175,-95.7410644,8752,7322,3844,780,55,2040,3,600,1430,0,6,0,0
140,201,,455000,,,,,,,,2756,971,29.7533336,-95.7603032,2756,2295,1665,147,7,249,1,226,461,0,0,0,0
140,201,,455102,,,,,,,,3235,1106,29.7662531,-95.7712394,3235,2656,2084,176,17,200,2,177,579,0,0,1,0
140,201,,455103,,,,,,,,3857,1366,29.7629255,-95.7590016,3857,3122,2202,243,38,187,1,451,735,0,2,0,0
140,201,,455104,,,,,,,,3108,1230,29.7712949,-95.7603187,3108,2614,1982,227,15,101,3,286,494,0,1,0,0
140,201,,455200,,,,,,,,4431,1596,29.7799704,-95.7650418,4431,3590,2830,254,35,167,2,302,841,0,2,0,0
140,201,,455300,,,,,,,,12979,5978,29.7751464,-95.790629,12979,9792,4544,2058,52,1116,7,2015,3187,0,8,0,0
140,201,,510100,,,,,,,,2849,1576,29.7693835,-95.3710269,2849,2394,1642,256,18,282,0,196,455,0,2,0,0
140,201,,510201,,,,,,,,2972,1950,29.764735,-95.3857825,2972,2550,1898,202,16,233,1,200,422,0,1,1,0
140,201,,510202,,,,,,,,4494,3376,29.7710447,-95.3873012,4494,3790,2429,336,22,705,3,295,704,1,2,0,0
140,201,,510301,,,,,,,,2855,1727,29.7824771,-95.377939,2855,2410,2020,121,24,125,0,120,445,2,1,0,0
140,201,,510302,,,,,,,,2868,1371,29.7868983,-95.3824843,2868,2480,2266,27,6,89,2,90,388,0,2,0,0
140,201,,510400,,,,,,,,4173,2153,29.784318,-95.3924239,4173,3570,3094,93,18,177,0,188,603,0,1,1,0
140,201,,510500,,,,,,,,4675,2603,29.7842247,-95.4037969,4675,4078,3302,217,17,332,0,210,597,0,1,0,0
140,201,,510601,,,,,,,,3158,1931,29.7738473,-95.403195,3158,2692,1776,255,10,468,2,181,466,1,1,0,0
140,201,,510602,,,,,,,,4380,2510,29.774322,-95.4175569,4380,3719,2757,256,28,428,1,249,661,0,0,0,0
140,201,,510701,,,,,,,,2347,1642,29.762792,-95.4038229,2347,2013,1410,152,7,260,2,182,334,0,0,1,0
140,201,,510702,,,,,,,,1956,998,29.7682184,-95.4037047,1956,1688,1271,68,7,280,2,60,268,0,6,0,0
140,201,,510801,,,,,,,,4404,2721,29.7666964,-95.4167219,4404,3903,3083,172,11,473,0,164,501,0,4,0,0
140,201,,510802,,,,,,,,2207,1178,29.7713829,-95.4386021,2207,1876,1596,57,1,159,0,63,331,0,0,0,0
140,201,,510803,,,,,,,,2444,1628,29.7607793,-95.4191067,2444,2184,1822,105,11,174,0,72,260,0,2,0,0
140,201,,510901,,,,,,,,5293,2539,29.780896,-95.4210644,5293,4518,3055,271,42,764,6,380,775,0,5,0,0
140,201,,510902,,,,,,,,3867,2195,29.7861896,-95.434341,3867,3348,2505,238,21,298,3,283,519,0,4,0,0
140,201,,511001,,,,,,,,2962,1533,29.7994395,-95.4435741,2962,2538,2077,147,29,120,0,165,424,0,1,0,0
140,201,,511003,,,,,,,,2535,1519,29.7954445,-95.4339739,2535,2183,1706,174,13,110,0,180,352,0,2,2,0
140,201,,511004,,,,,,,,1764,1026,29.7950372,-95.4256842,1764,1483,1269,39,13,92,1,69,281,0,0,0,0
140,201,,511100,,,,,,,,4100,2280,29.8081903,-95.427545,4100,3432,2580,242,24,355,0,231,668,0,5,2,0
140,201,,511201,,,,,,,,2856,1437,29.7960562,-95.4162184,2856,2466,2020,78,8,215,2,143,390,0,3,0,0
140,201,,511202,,,,,,,,3575,1764,29.8042125,-95.4172883,3575,3057,2309,186,21,360,0,181,518,0,2,0,0
140,201,,511301,,,,,,,,4208,2268,29.7972613,-95.4054495,4208,3559,3013,135,33,179,1,198,649,0,0,0,0
140,201,,511302,,,,,,,,4012,2270,29.7973995,-95.3935238,4012,3501,3107,98,9,113,0,174,511,0,1,0,0
140,201,,511400,,,,,,,,2986,1618,29.7957877,-95.383124,2986,2500,1994,33,27,70,1,375,486,0,0,0,0
140,201,,511501,,,,,,,,3158,1713,29.8083233,-95.4058178,3158,2677,2164,92,16,192,5,208,481,3,6,0,0
140,201,,511502,,,,,,,,4852,2381,29.8086883,-95.3903678,4852,4017,3211,124,48,210,0,424,835,0,1,0,0
140,201,,511600,,,,,,,,3759,1767,29.8030113,-95.3770418,3759,2832,1697,116,98,89,2,830,927,0,3,0,0
140,201,,520100,,,,,,,,2600,1350,29.7922757,-95.4604356,2600,2063,1318,191,28,256,0,270,537,0,1,0,0
140,201,,520200,,,,,,,,3495,1577,29.789358,-95.476561,3495,2997,2138,199,20,301,2,337,498,1,1,0,0
140,201,,520301,,,,,,,,1976,944,29.7986856,-95.4719357,1976,1543,769,125,40,119,0,490,433,1,1,3,0
140,201,,520302,,,,,,,,2391,1202,29.7987278,-95.4802566,2391,1857,1018,109,38,165,1,526,534,0,0,2,0
140,201,,520400,,,,,,,,3402,1410,29.8068975,-95.4769954,3402,2630,1030,353,75,45,2,1125,772,3,9,0,0
140,201,,520501,,,,,,,,3641,1191,29.8148906,-95.4713169,3641,2684,1063,70,113,56,0,1382,957,0,6,1,0
140,201,,520502,,,,,,,,4643,1634,29.8349288,-95.4960956,4643,3540,1023,255,85,61,2,2114,1103,1,3,0,0
140,201,,520601,,,,,,,,2328,841,29.8167961,-95.4926764,2328,1828,417,30,66,196,0,1119,500,2,2,0,0
140,201,,520603,,,,,,,,2463,881,29.806804,-95.4870314,2463,2017,361,220,75,14,0,1347,446,0,1,0,0
140,201,,520604,,,,,,,,3068,1216,29.806917,-95.4950326,3068,2333,944,103,60,92,3,1131,735,2,0,0,0
140,201,,520700,,,,,,,,4429,1712,29.7993191,-95.4967336,4429,3733,2603,87,56,563,0,424,696,0,6,0,0
140,201,,521000,,,,,,,,2289,818,29.7943621,-95.5176361,2289,1917,829,166,40,81,1,800,372,2,1,0,0
140,201,,521100,,,,,,,,2263,804,29.8017669,-95.5197006,2263,1872,543,68,80,35,0,1146,391,3,0,0,0
140,201,,521201,,,,,,,,2371,971,29.8070095,-95.5037111,2371,1925,519,132,64,100,3,1107,446,0,2,0,0
140,201,,521202,,,,,,,,4003,1787,29.8068871,-95.5146086,4003,3030,1327,276,78,257,2,1090,973,0,1,2,0
140,201,,521300,,,,,,,,6033,2302,29.81656,-95.5118968,6033,4733,2060,344,142,567,15,1605,1300,0,1,0,0
140,201,,521401,,,,,,,,3497,1196,29.829259,-95.5024151,3497,2534,456,65,117,5,1,1890,963,0,4,0,0
140,201,,521402,,,,,,,,3612,1146,29.824482,-95.503472,3612,2731,843,55,100,46,2,1685,881,0,6,0,0
140,201,,521501,,,,,,,,2619,941,29.8250079,-95.5228108,2619,1803,507,62,60,60,3,1111,816,0,1,0,0
140,201,,521502,,,,,,,,2917,1118,29.8277109,-95.515963,2917,2252,1249,79,57,163,0,704,665,0,1,0,0
140,201,,521600,,,,,,,,3531,1073,29.8431718,-95.5325591,3531,2705,841,419,190,78,1,1176,826,0,3,0,0
140,201,,521701,,,,,,,,3620,1642,29.8582185,-95.5307509,3620,2859,642,1066,70,61,0,1020,761,0,3,0,0
140,201,,521702,,,,,,,,3765,1738,29.8450801,-95.5069575,3765,3064,620,1121,48,67,0,1208,701,0,0,0,0
140,201,,521800,,,,,,,,5258,1892,29.8526013,-95.5497025,5258,4196,1280,494,112,1110,0,1200,1062,0,3,1,0
140,201,,521900,,,,,,,,6596,2812,29.8211369,-95.5533755,6596,5422,3093,359,87,764,2,1117,1174,2,1,0,0
140,201,,522001,,,,,,,,2002,1346,29.8297802,-95.538513,2002,1703,1085,141,19,182,2,274,299,0,0,0,0
140,201,,522002,,,,,,,,2322,956,29.8263308,-95.5307746,2322,1724,695,63,35,77,2,852,598,0,0,1,0
140,201,,522101,,,,,,,,3549,1618,29.8176644,-95.5410479,3549,2883,1323,303,60,218,0,979,666,1,0,0,0
140,201,,522102,,,,,,,,4186,1353,29.8157781,-95.5314944,4186,3386,1568,454,99,121,2,1142,800,0,0,2,0
140,201,,522201,,,,,,,,4016,1392,29.8085325,-95.5398873,4016,3160,1416,179,111,182,0,1272,856,0,0,0,0
140,201,,522202,,,,,,,,3855,1380,29.800453,-95.5378892,3855,3099,1366,148,130,151,0,1304,756,0,0,0,0
140,201,,522301,,,,,,,,3792,1664,29.7902459,-95.5268985,3792,3135,1315,194,103,225,1,1297,657,0,2,0,0
140,201,,522302,,,,,,,,3641,1513,29.7894965,-95.5380653,3641,3087,1283,149,137,226,0,1292,554,0,1,0,0
140,201,,522401,,,,,,,,5813,2635,29.7985786,-95.5493255,5813,4779,2539,305,155,289,3,1488,1034,4,6,0,0
140,201,,522402,,,,,,,,3781,1322,29.7986937,-95.5587071,3781,2987,1678,77,75,104,1,1052,794,0,2,0,0
140,201,,522500,,,,,,,,5045,1776,29.7899543,-95.501186,5045,4533,3930,51,19,444,0,89,512,1,4,0,0
140,201,,530101,,,,,,,,3938,1849,29.8153484,-95.4524726,3938,3112,1303,452,67,41,2,1247,826,0,1,0,0
140,201,,530102,,,,,,,,1690,878,29.811042,-95.454602,1690,1358,439,181,24,36,0,678,332,0,4,0,0
140,201,,530200,,,,,,,,3766,1780,29.8161831,-95.424873,3766,3059,2299,134,42,239,0,345,707,7,2,0,0
140,201,,530300,,,,,,,,2680,1307,29.8175261,-95.3887898,2680,2313,548,1216,13,28,1,507,367,0,0,1,0
140,201,,530400,,,,,,,,2781,1113,29.8261231,-95.3879776,2781,2456,411,1270,26,16,2,731,325,0,0,0,0
140,201,,530501,,,,,,,,1941,783,29.8391541,-95.3923596,1941,1653,287,719,27,35,0,585,288,0,0,0,0
140,201,,530502,,,,,,,,2490,1175,29.8357583,-95.3975741,2490,2135,320,925,78,15,0,797,355,0,1,0,0
140,201,,530600,,,,,,,,3351,1553,29.8313304,-95.405205,3351,2736,942,791,60,70,0,873,615,0,0,0,0
140,201,,530701,,,,,,,,1557,708,29.8630702,-95.4088157,1557,1394,258,637,3,15,10,471,163,5,0,0,0
140,201,,530702,,,,,,,,4422,1533,29.8516318,-95.4039843,4422,3448,919,949,52,20,3,1505,974,0,0,0,0
140,201,,530800,,,,,,,,4133,1759,29.8534493,-95.4202266,4133,3707,489,2550,45,25,5,593,426,0,3,0,0
140,201,,530900,,,,,,,,4466,1933,29.8359653,-95.4201472,4466,3762,2643,370,36,69,0,644,704,0,0,1,0
140,201,,531000,,,,,,,,4296,1886,29.8251751,-95.4199886,4296,3538,2887,118,23,189,0,321,758,0,0,0,0
140,201,,531100,,,,,,,,3377,1303,29.8245117,-95.4376743,3377,2792,2315,74,17,189,8,189,585,1,2,0,0
140,201,,531200,,,,,,,,3381,1603,29.8271285,-95.4528622,3381,2850,2006,334,34,92,1,383,531,0,1,0,0
140,201,,531300,,,,,,,,4817,2505,29.8231943,-95.463003,4817,4063,1553,898,51,102,1,1458,754,3,3,0,0
140,201,,531400,,,,,,,,2017,1002,29.8302031,-95.4709951,2017,1647,1176,119,26,46,0,280,370,0,0,0,0
140,201,,531500,,,,,,,,3050,1456,29.8369083,-95.476414,3050,2527,1621,376,27,59,2,442,523,3,0,0,0
140,201,,531600,,,,,,,,3007,1346,29.838057,-95.4534791,3007,2500,1891,112,26,65,2,404,507,0,6,0,0
140,201,,531700,,,,,,,,3516,1394,29.8357787,-95.435762,3516,2959,2545,68,18,189,1,138,557,1,5,0,0
140,201,,531800,,,,,,,,2709,1066,29.8534594,-95.4363437,2709,2445,324,1623,31,16,2,449,264,0,1,0,0
140,201,,531900,,,,,,,,5152,1774,29.8529494,-95.4499189,5152,4680,560,2932,30,59,0,1099,472,0,5,0,0
140,201,,532003,,,,,,,,3054,1469,29.8607474,-95.4707212,3054,2643,643,908,38,59,0,995,411,1,1,0,0
140,201,,532004,,,,,,,,5195,2309,29.8498715,-95.4657071,5195,4319,1696,1309,81,37,3,1193,876,0,1,0,0
140,201,,532101,,,,,,,,3623,1604,29.8440369,-95.4780006,3623,3113,1346,673,30,96,0,968,510,0,0,0,0
140,201,,532102,,,,,,,,3104,1159,29.8493374,-95.4859978,3104,2759,470,481,49,12,0,1747,345,1,0,0,0
140,201,,532200,,,,,,,,3827,1483,29.8569939,-95.4844214,3827,3151,647,826,64,46,1,1567,676,2,5,0,0
140,201,,532301,,,,,,,,2988,1470,29.8587372,-95.5129694,2988,2489,554,1120,34,96,3,682,499,0,1,1,0
140,201,,532302,,,,,,,,3476,1524,29.855131,-95.4952511,3476,2835,1033,999,33,147,0,623,641,3,0,0,0
140,201,,532400,,,,,,,,6963,2580,29.8697003,-95.5046102,6963,5450,2027,1072,80,252,4,2015,1513,1,0,0,0
140,201,,532502,,,,,,,,5299,1538,29.8863712,-95.4982807,5299,4098,1188,374,112,90,1,2333,1201,0,3,0,0
140,201,,532503,,,,,,,,5206,1619,29.8933089,-95.517939,5206,4246,1325,468,93,986,1,1373,960,0,1,0,0
140,201,,532504,,,,,,,,4716,1314,29.8940267,-95.5084176,4716,3764,1194,335,100,622,3,1510,952,7,0,1,0
140,201,,532600,,,,,,,,6483,2129,29.8916191,-95.4892092,6483,5526,935,1978,119,584,0,1910,957,0,0,0,0
140,201,,532700,,,,,,,,5087,1967,29.8765275,-95.4814196,5087,4105,1059,1968,71,93,6,908,982,0,1,0,0
140,201,,532800,,,,,,,,1893,722,29.8714664,-95.4714738,1893,1577,443,397,27,56,0,654,316,3,0,0,0
140,201,,532900,,,,,,,,5297,1798,29.892596,-95.4731807,5297,4606,648,1946,87,257,6,1662,691,0,0,0,0
140,201,,533000,,,,,,,,2715,1110,29.8895099,-95.4617414,2715,2543,193,1877,23,40,3,407,172,0,0,0,0
140,201,,533100,,,,,,,,6919,2334,29.8764494,-95.4563662,6919,5990,881,3685,81,82,2,1259,929,1,0,1,1
140,201,,533200,,,,,,,,4148,1590,29.8668801,-95.4495929,4148,3736,446,2004,59,50,3,1174,412,0,0,0,0
140,201,,533301,,,,,,,,2763,1072,29.8722441,-95.418276,2763,2541,140,1956,16,2,0,427,222,0,0,1,0
140,201,,533302,,,,,,,,3514,1322,29.8793086,-95.4249141,3514,3222,245,2274,53,48,3,599,292,0,0,0,0
140,201,,533401,,,,,,,,5268,1559,29.8915091,-95.433663,5268,4385,921,1617,71,79,2,1695,883,0,1,1,0
140,201,,533402,,,,,,,,6233,1875,29.8848401,-95.4453403,6233,5346,761,2457,76,171,6,1875,887,2,3,0,0
140,201,,533500,,,,,,,,4358,1281,29.8923877,-95.4196267,4358,3117,957,412,96,132,0,1520,1241,4,2,2,0
140,201,,533600,,,,,,,,5480,1852,29.9058273,-95.425916,5480,4463,801,1376,67,125,1,2093,1017,11,2,0,0
140,201,,533701,,,,,,,,5885,1971,29.9283098,-95.4284337,5885,4653,729,1229,81,103,2,2509,1232,0,0,0,0
140,201,,533702,,,,,,,,3351,908,29.9187464,-95.4384415,3351,2556,742,246,75,99,2,1392,795,0,0,0,0
140,201,,533802,,,,,,,,7281,2124,29.9260518,-95.467689,7281,5848,1336,802,109,874,0,2727,1433,0,1,2,0
140,201,,533803,,,,,,,,6639,1913,29.9087981,-95.4517886,6639,5575,993,1194,126,645,2,2615,1064,0,0,0,0
140,201,,533804,,,,,,,,4703,1238,29.9144722,-95.4612214,4703,4012,459,1168,61,648,0,1676,691,0,1,0,0
140,201,,533902,,,,,,,,5159,2104,29.9303913,-95.5011574,5159,4531,628,1955,86,256,3,1603,628,0,4,0,0
140,201,,533903,,,,,,,,4586,1295,29.9218656,-95.4861431,4586,3758,734,1070,41,391,0,1522,828,0,1,0,0
140,201,,533904,,,,,,,,4543,1343,29.9333063,-95.4897763,4543,3828,837,1088,94,213,16,1580,715,0,3,0,0
140,201,,534001,,,,,,,,3493,1221,29.9064322,-95.483956,3493,2996,567,323,82,661,5,1358,497,1,0,0,0
140,201,,534002,,,,,,,,5653,1518,29.9082772,-95.5007247,5653,4283,1051,714,126,185,10,2197,1370,0,3,0,0
140,201,,534003,,,,,,,,2710,760,29.930164,-95.5124368,2710,2219,369,566,64,380,3,837,491,0,0,0,0
140,201,,534101,,,,,,,,2909,889,29.9170973,-95.5375312,2909,2481,596,339,38,970,7,531,428,0,0,0,0
140,201,,534102,,,,,,,,4960,1395,29.9122939,-95.5115352,4960,3963,1099,534,139,312,0,1879,997,0,5,0,0
140,201,,534201,,,,,,,,3035,891,29.9127214,-95.5480759,3035,2503,589,224,74,456,9,1151,532,0,0,0,0
140,201,,534203,,,,,,,,2067,633,29.8730007,-95.5368807,2067,1676,568,168,34,207,0,699,391,0,0,0,0
140,201,,534204,,,,,,,,5302,2323,29.8833074,-95.5366596,5302,4422,2265,894,32,532,0,699,880,0,7,0,0
140,201,,534205,,,,,,,,4591,1820,29.8939622,-95.5409747,4591,3887,2381,325,49,599,2,531,704,1,2,0,0
140,201,,540101,,,,,,,,6790,2395,29.8383069,-95.5863003,6790,5807,3603,293,34,1499,3,375,983,2,1,2,0
140,201,,540102,,,,,,,,5296,1826,29.8685925,-95.5812725,5296,4236,1306,379,52,1180,0,1319,1060,0,1,0,0
140,201,,540200,,,,,,,,2438,1006,29.823358,-95.5697134,2438,1971,795,240,50,209,1,676,467,1,2,0,0
140,201,,540502,,,,,,,,5417,1917,29.846971,-95.6308828,5417,4339,2489,590,115,181,3,961,1078,0,1,0,0
140,201,,540503,,,,,,,,2594,1198,29.8599737,-95.6392541,2594,1963,401,470,47,53,0,992,631,1,1,0,0
140,201,,540504,,,,,,,,3432,1454,29.8464571,-95.6430845,3432,2716,912,570,77,117,2,1038,716,0,3,1,0
140,201,,540601,,,,,,,,4626,1551,29.862197,-95.6324332,4626,3751,1566,731,48,569,6,831,875,1,0,0,0
140,201,,540602,,,,,,,,7197,2507,29.874683,-95.634718,7197,5538,1849,1174,130,744,3,1638,1659,3,3,5,0
140,201,,540700,,,,,,,,7315,2379,29.857098,-95.6131462,7315,5945,2513,563,118,1056,0,1695,1370,3,6,0,0
140,201,,540800,,,,,,,,7669,2621,29.8880933,-95.6022229,7669,6042,1946,962,158,684,3,2289,1627,0,5,0,0
140,201,,540901,,,,,,,,2810,1214,29.8894857,-95.6244446,2810,2431,1598,415,17,204,2,195,379,2,2,0,0
140,201,,540903,,,,,,,,2813,1309,29.9059343,-95.6255423,2813,2414,786,924,11,329,0,364,399,1,5,0,0
140,201,,540904,,,,,,,,5060,2197,29.8896332,-95.6337961,5060,4350,2366,994,35,354,6,595,710,0,5,0,0
140,201,,541004,,,,,,,,6236,2073,29.9232994,-95.640396,6236,5390,2028,1297,52,1407,2,604,846,0,1,0,0
140,201,,541005,,,,,,,,4888,2445,29.9119752,-95.6324988,4888,4163,1468,1678,41,305,3,668,725,6,5,0,0
140,201,,541006,,,,,,,,5899,1903,29.9282187,-95.6804977,5899,4912,2592,857,35,859,1,568,987,0,5,0,0
140,201,,541007,,,,,,,,7529,2466,29.9381563,-95.6709551,7529,6485,3233,1326,64,1352,0,510,1044,0,3,0,0
